transaction_id,product_id,quantity,price,timestamp
T0615, P 012 ,9.0,29.98,2024-10-31
T0616,P001,1.0,22.94,2024-10-11
T0617,P-012,1.0,32.21,10/12/2024
T0618,P-005,3.0,45.37,10/11/2024
T0619,p017,3.0,7.4,2024-10-13
T0620,P016,6.0,35.08,10/31/2024
T0621,P015,8.0,33.51,2024-11-01
T0622,P-015,7.0,41.06,10/06/2024
T0623, P 005 ,7.0,44.31,23-10-2024
T0624,p014,4.0,$35.76,10/12/2024
T0625,P002,4.0,13.27,2024-10-18
T0626,P011,3.0,29.35,04-11-2024
T0627,P-019,2.0,5.02,02-11-2024
T0628,p007,3.0,,2024-10-29
T0629, P 006 ,,23.76,2024-11-04
T0630,p002,3.0,35.41,10/15/2024
T0631,p006,2.0,7.53,10/22/2024
T0632, P 018 ,,9.11,10/21/2024
T0633,p002,4.0,29.19,20-10-2024
T0634, P 018 ,1.0,40.6,31-10-2024
T0635,P-015,1.0,31.43,2024-11-02
T0636,P-019,4.0,12.14,09-10-2024
T0637,p002,,26.57,2024-10-19
T0638, P 006 ,1.0,11.75,10/31/2024
T0639,P-001,8.0,8.53,2024-10-12
T0640, P 015 ,2.0,19.22,2024-10-11
T0641,P-010,1.0,21.8,10/08/2024
T0642,P019,8.0,,10/07/2024
T0643,p017,2.0,6.25,10/14/2024
T0644,p005,5.0,36.56,2024-11-04
T0645, P 004 ,7.0,15.74,10/06/2024
T0646,P-010,2.0,6.33,2024-10-23
T0647,P017,8.0,27.19,2024-10-15
T0648,P010,8.0,24.31,18-10-2024
T0649,p017,6.0,10.61,04-11-2024
T0650,P-005,4.0,35.34,2024-10-07
T0651,P-002,3.0,$17.02,10/17/2024
T0652, P 006 ,5.0,5.58,10/09/2024
T0653,P-002,2.0,41.77,10/10/2024
T0654,P-013,5.0,30.07,10/15/2024
T0655,P-011,3.0,41.63,2024-10-11
T0656, P 011 ,8.0,34.7,10/13/2024
T0657,p016,9.0,32.65,10/30/2024
T0658,P011,6.0,16.76,2024-10-27
T0659,P019,,21.16,10/22/2024
T0660, P 015 ,5.0,33.59,10/06/2024
T0661, P 016 ,2.0,27.85,14-10-2024
T0662,P-011,3.0,21.45,10/25/2024
T0663,P-016,3.0,21.65,2024-11-01
T0664,p008,1.0,27.84,10/29/2024
T0665,p004,9.0,10.1,2024-10-07
T0666,P-008,9.0,21.34,10/18/2024
T0667,P004,,44.68,18-10-2024
T0668,P003,9.0,21.1,10/30/2024
T0669,P-003,8.0,36.75,07-10-2024
T0670,P018,6.0,21.62,10/31/2024
T0671, P 019 ,7.0,20.06,10/30/2024
T0672,P019,2.0,7.24,2024-11-03
T0673,P-005,2.0,8.95,03-11-2024
T0674, P 018 ,8.0,34.14,2024-11-04
T0675,p010,2.0,14.32,2024-10-18
T0676,P006,7.0,47.46,06-10-2024
T0677, P 001 ,4.0,34.41,09-10-2024
T0678, P 005 ,9.0,,10/26/2024
T0679, P 009 ,9.0,9.95,29-10-2024
T0680, P 012 ,4.0,24.23,03-11-2024
T0681,p014,5.0,45.45,2024-10-17
T0682, P 002 ,1.0,6.91,09-10-2024
T0683, P 017 ,9.0,15.29,10/07/2024
T0684,p014,2.0,43.73,14-10-2024
T0685,p013,9.0,47.09,2024-10-14
T0686,p009,6.0,27.29,26-10-2024
T0687,p015,9.0,29.22,10/09/2024
T0688,P015,,$19.22,2024-10-11
T0689, P 011 ,9.0,9.46,24-10-2024
T0690, P 016 ,4.0,8.29,10/09/2024
T0691,p017,9.0,,2024-10-24
T0692,P-004,3.0,49.05,2024-10-21
T0693,P-001,4.0,17.85,18-10-2024
T0694,P-008,9.0,25.38,10/13/2024
T0695,p017,2.0,8.21,11/04/2024
T0696,P003,5.0,$17.89,2024-10-30
T0697,P015,9.0,5.15,2024-10-27
T0698,p015,4.0,45.86,2024-10-12
T0699,p014,5.0,29.21,30-10-2024
T0700,P-014,,24.1,07-10-2024
T0701,P-002,3.0,11.62,2024-10-30
T0702, P 013 ,9.0,,30-10-2024
T0703, P 014 ,2.0,34.46,20-10-2024
T0704,P019,7.0,19.33,21-10-2024
T0705, P 007 ,,24.02,10/28/2024
T0706,P003,5.0,,10/07/2024
T0707,p015,1.0,6.83,11/03/2024
T0708,p014,9.0,31.58,10/25/2024
T0709,P011,3.0,35.53,27-10-2024
T0710, P 015 ,4.0,44.8,10/20/2024
T0711,P-013,1.0,35.76,2024-10-10
T0712,P-018,9.0,12.6,2024-10-12
T0713,P006,3.0,11.78,2024-11-03
T0714,P-003,,11.69,2024-10-06
T0715, P 019 ,5.0,5.09,2024-10-25
T0716, P 015 ,6.0,41.84,12-10-2024
T0717,P-005,2.0,16.12,19-10-2024
T0718,P-010,7.0,14.66,10/30/2024
T0719,P-007,5.0,7.39,10/30/2024
T0720,P-017,9.0,43.68,10/11/2024
T0721,P007,7.0,43.04,10/27/2024
T0722,P012,5.0,19.39,15-10-2024
T0723,P017,8.0,17.91,2024-11-04
T0724, P 013 ,2.0,12.61,10/24/2024
T0725,P-004,6.0,26.64,2024-10-06
T0726,P010,2.0,$26.37,10/25/2024
T0727,p003,7.0,49.57,2024-10-19
T0728, P 009 ,1.0,,2024-10-29
T0729,P-013,1.0,30.88,10/09/2024
T0730,p018,6.0,17.88,09-10-2024
T0731,p015,5.0,$34.66,01-11-2024
T0732,p004,3.0,37.94,27-10-2024
T0733, P 015 ,4.0,,17-10-2024
T0734,P002,7.0,41.6,10/21/2024
T0735, P 015 ,8.0,18.69,10/30/2024
T0736, P 008 ,2.0,40.94,2024-10-11
T0737,p008,9.0,36.62,01-11-2024
T0738,P-017,9.0,23.58,10/31/2024
T0739,P-012,4.0,17.93,15-10-2024
T0740,P-019,3.0,$11.63,10/23/2024
T0741,p010,9.0,15.15,31-10-2024
T0742, P 009 ,3.0,$25.46,03-11-2024
T0743, P 005 ,6.0,$37.12,10/25/2024
T0744,P006,4.0,9.52,2024-10-18
T0745,P002,,,21-10-2024
T0746, P 013 ,6.0,10.17,2024-10-19
T0747, P 006 ,9.0,10.5,10/06/2024
T0748,p005,,49.64,10/07/2024
T0749,p001,2.0,,10/19/2024
T0750,P-006,5.0,31.49,10/16/2024
T0751,p006,1.0,49.67,2024-10-17
T0752,P016,3.0,$11.35,10/16/2024
T0753,P-004,,18.52,20-10-2024
T0754, P 011 ,9.0,$8.8,2024-10-25
T0755,P-009,4.0,,10/08/2024
T0756,P-003,,20.69,08-10-2024
T0757,P019,2.0,39.14,2024-10-14
T0758,P008,7.0,14.2,09-10-2024
T0759,P-005,9.0,43.55,2024-10-19
T0760, P 004 ,7.0,32.54,10/28/2024
T0761,p006,1.0,28.43,2024-10-28
T0762,P002,8.0,36.64,13-10-2024
T0763,p011,8.0,17.14,24-10-2024
T0764, P 004 ,8.0,$23.27,2024-10-21
T0765,p015,,8.29,09-10-2024
T0766,p006,2.0,$23.95,2024-10-09
T0767,P-017,3.0,$44.21,2024-11-01
T0768,P006,4.0,34.28,28-10-2024
T0769,p019,8.0,28.64,2024-10-11
T0770,p002,7.0,11.94,21-10-2024
T0771,P-015,,13.33,10/31/2024
T0772,p011,2.0,43.25,10/14/2024
T0773, P 008 ,6.0,7.67,10/26/2024
T0774,P019,8.0,47.58,2024-10-12
T0775,P013,5.0,24.25,2024-10-15
T0776,P-012,7.0,7.97,10/08/2024
T0777,P-005,5.0,22.04,10/16/2024
T0778,P-006,,$42.02,10/12/2024
T0779,P-004,9.0,17.79,06-10-2024
T0780, P 019 ,4.0,48.55,17-10-2024
T0781,p001,2.0,40.09,10/21/2024
T0782,p017,7.0,42.36,2024-10-30
T0783,p012,8.0,$27.82,10/27/2024
T0784,P015,,28.76,30-10-2024
T0785, P 001 ,3.0,30.33,10/06/2024
T0786,P014,3.0,,27-10-2024
T0787, P 006 ,7.0,,2024-10-28
T0788,p005,1.0,33.92,10/20/2024
T0789, P 011 ,6.0,$31.22,2024-10-08
T0790,P-004,1.0,18.33,11-10-2024
T0791,p013,,24.04,26-10-2024
T0792,p011,5.0,,2024-10-06
T0793,p003,7.0,,27-10-2024
T0794,P-001,4.0,11.61,28-10-2024
T0795,P-006,3.0,,11-10-2024
T0796,P-018,,43.97,2024-10-22
T0797,P010,3.0,32.05,2024-10-13
T0798, P 005 ,9.0,10.82,29-10-2024
T0799,P-010,4.0,44.32,25-10-2024
T0800,P012,2.0,5.72,10/16/2024
T0801,p002,8.0,49.75,2024-10-20
T0802,P013,6.0,11.04,10/19/2024
T0803,p008,,9.56,10/13/2024
T0804,p002,8.0,$35.35,28-10-2024
T0805, P 001 ,9.0,$32.73,24-10-2024
T0806,p005,6.0,45.53,11-10-2024
T0807,P-009,,,2024-10-19
T0808,P-017,2.0,6.03,11-10-2024
T0809, P 009 ,,,10/21/2024
T0810,P011,3.0,15.24,10/29/2024
T0811,P-015,1.0,47.32,10/13/2024
T0812,P-006,8.0,35.93,17-10-2024
T0813,P003,1.0,30.29,19-10-2024
T0814,P017,3.0,13.37,2024-10-13
T0815,P005,8.0,21.83,23-10-2024
T0816,P-012,8.0,48.11,2024-10-10
T0817,P018,7.0,28.91,10/28/2024
T0818,P-014,4.0,48.52,10/14/2024
T0819,p011,4.0,7.32,2024-10-22
T0820,p009,7.0,42.85,10/13/2024
T0821,P-002,8.0,45.92,2024-10-11
T0822,P012,6.0,26.33,28-10-2024
T0823,P-003,1.0,45.57,2024-10-22
T0824, P 003 ,2.0,38.23,2024-10-31
T0825,P-001,5.0,5.51,10/24/2024
T0826,P008,6.0,43.34,09-10-2024
T0827,P-008,4.0,47.74,2024-10-16
T0828,P011,,14.68,25-10-2024
T0829,p009,5.0,20.91,2024-11-01
T0830,P005,6.0,22.2,16-10-2024
T0831,P-014,6.0,44.43,2024-11-03
T0832,P-003,7.0,15.9,2024-10-26
T0833,P005,7.0,28.7,10/26/2024
T0834,P-005,,,2024-10-29
T0835,p019,9.0,16.83,2024-10-12
T0836,P-014,8.0,15.85,10/24/2024
T0837,p004,6.0,43.89,2024-10-13
T0838,P013,1.0,25.57,20-10-2024
T0839, P 010 ,3.0,8.34,10/06/2024
T0840, P 018 ,8.0,7.58,10/09/2024
T0841,P-008,,21.52,2024-10-26
T0842,p008,4.0,15.16,2024-10-28
T0843,P-007,1.0,19.67,10/09/2024
T0844,P008,4.0,22.37,10/09/2024
T0845,P-014,4.0,,11-10-2024
T0846,P019,,42.59,10/28/2024
T0847,P006,9.0,16.52,2024-10-31
T0848, P 001 ,4.0,10.92,01-11-2024
T0849,P015,4.0,29.95,15-10-2024
T0850,P001,3.0,39.84,2024-10-24
T0851,P017,1.0,38.05,10/25/2024
T0852,P001,3.0,49.35,2024-10-21
T0853, P 015 ,9.0,12.68,23-10-2024
T0854, P 002 ,7.0,20.33,11/04/2024
T0855,P014,,25.94,10/31/2024
T0856,P008,5.0,39.82,2024-10-30
T0857,P008,2.0,31.98,2024-10-23
T0858,p019,7.0,34.2,11-10-2024
T0859,p007,8.0,42.23,11-10-2024
T0860,P019,8.0,20.76,10/26/2024
T0861, P 006 ,7.0,17.72,10/06/2024
T0862, P 006 ,8.0,31.1,24-10-2024
T0863, P 003 ,4.0,39.64,11/02/2024
T0864,P-007,4.0,17.4,2024-10-07
T0865,p019,8.0,40.57,10/07/2024
T0866, P 008 ,8.0,,25-10-2024
T0867,P010,7.0,24.67,10/12/2024
T0868, P 015 ,,47.83,2024-10-12
T0869,P015,5.0,,2024-10-11
T0870,P001,4.0,44.83,10/21/2024
T0871, P 007 ,2.0,$31.0,2024-10-19
T0872,p004,9.0,42.2,31-10-2024
T0873,P006,5.0,,2024-10-31
T0874,p001,5.0,26.38,10/13/2024
T0875,P-005,4.0,20.81,2024-10-25
T0876, P 001 ,5.0,,2024-10-28
T0877,p004,6.0,14.7,2024-10-25
T0878,p002,1.0,8.67,10/13/2024
T0879,P-010,3.0,33.32,2024-10-14
T0880,P005,7.0,43.32,16-10-2024
T0881,p010,3.0,24.1,10/21/2024
T0882, P 001 ,8.0,49.87,10/27/2024
T0883,P-006,4.0,10.49,10/18/2024
T0884,p013,2.0,33.3,10/30/2024
T0885,P-015,6.0,43.55,10-10-2024
T0886,P-004,3.0,32.35,2024-10-30
T0887,p013,6.0,25.96,25-10-2024
T0888,P015,3.0,39.97,2024-10-16
T0889,p008,2.0,17.12,07-10-2024
T0890, P 005 ,8.0,5.88,2024-11-02
T0891,P-015,2.0,,10/25/2024
T0892, P 004 ,7.0,14.85,06-10-2024
T0893,P012,1.0,42.15,11/02/2024
T0894, P 013 ,8.0,$24.6,10/18/2024
T0895,P-002,3.0,47.75,2024-11-02
T0896, P 019 ,4.0,41.9,2024-10-16
T0897,p019,9.0,,26-10-2024
T0898,p004,2.0,24.62,01-11-2024
T0899,P004,1.0,39.54,06-10-2024
T0900,P-011,8.0,39.8,10-10-2024
T0901, P 005 ,,,2024-10-06
T0902,p011,,33.46,10/13/2024
T0903,P010,3.0,48.7,11/01/2024
T0904,P-008,2.0,6.48,10/11/2024
T0905,P-006,3.0,28.05,10/12/2024
T0906, P 006 ,3.0,33.6,11/04/2024
T0907,P008,,31.19,2024-10-10
T0908,P015,8.0,,2024-10-19
T0909, P 014 ,7.0,$37.76,2024-10-07
T0910, P 011 ,5.0,$31.05,10/30/2024
T0911,P-012,1.0,30.25,2024-11-01
T0912,P-013,8.0,7.73,2024-10-10
T0913, P 008 ,7.0,11.18,2024-10-14
T0914,P018,5.0,48.94,27-10-2024
T0915,P001,2.0,21.6,10/26/2024
T0916,p015,3.0,19.47,2024-10-31
T0917, P 008 ,8.0,$19.97,2024-10-28
T0918, P 011 ,2.0,46.59,2024-10-18
T0919,P-012,2.0,27.7,10/12/2024
T0920, P 012 ,4.0,31.84,2024-10-28
T0921,P-004,5.0,39.19,10/18/2024
T0922,P-016,3.0,,2024-10-29
T0923,p004,3.0,$7.16,28-10-2024
T0924,P005,8.0,34.6,29-10-2024
T0925,P-005,7.0,10.23,2024-10-14
T0926, P 008 ,4.0,15.61,17-10-2024
T0927, P 010 ,,26.72,25-10-2024
T0928,p017,4.0,13.51,25-10-2024
T0929,p009,9.0,29.98,2024-11-02
T0930, P 019 ,2.0,22.69,12-10-2024
T0931, P 014 ,8.0,20.7,10/16/2024
T0932,p008,,$43.72,10/23/2024
T0933,p009,2.0,$18.92,10-10-2024
T0934,P011,6.0,13.23,12-10-2024
T0935,P001,7.0,,2024-10-06
T0936,P-014,4.0,,10/07/2024
T0937,P005,1.0,$27.33,26-10-2024
T0938,P014,6.0,47.78,10/30/2024
T0939,P-004,5.0,37.37,11/02/2024
T0940,P-001,,8.33,08-10-2024
T0941, P 019 ,5.0,$16.64,26-10-2024
T0942,p008,4.0,13.71,03-11-2024
T0943, P 015 ,5.0,27.45,11/04/2024
T0944,P015,,25.92,2024-10-24
T0945, P 009 ,4.0,47.88,11/01/2024
T0946, P 009 ,1.0,$43.72,2024-10-12
T0947,P-010,5.0,$18.91,10/16/2024
T0948, P 009 ,4.0,47.36,10/12/2024
T0949, P 003 ,6.0,23.64,10/07/2024
T0950, P 011 ,6.0,32.83,10/12/2024
T0951,P006,6.0,9.31,25-10-2024
T0952, P 002 ,3.0,10.16,11/04/2024
T0953,P-007,1.0,7.69,07-10-2024
T0954,p018,6.0,32.69,10/20/2024
T0955,P002,8.0,33.43,2024-10-30
T0956, P 017 ,6.0,41.58,10/09/2024
T0957,p011,,,2024-10-21
T0958,P-012,2.0,24.4,2024-10-26
T0959,P019,5.0,44.15,10/12/2024
T0960, P 007 ,5.0,43.16,10/28/2024
T0961,P-006,8.0,42.12,10/19/2024
T0962,p001,5.0,30.63,12-10-2024
T0963,p017,7.0,9.44,2024-10-23
T0964,P-011,5.0,16.06,2024-10-27
T0965,p018,1.0,39.38,09-10-2024
T0966,P-017,7.0,19.57,2024-10-06
T0967,P007,1.0,44.12,10/30/2024
T0968,p017,4.0,29.3,10/07/2024
T0969, P 009 ,8.0,29.31,2024-10-13
T0970,P-017,3.0,17.29,2024-10-14
T0971,P-008,9.0,$20.57,15-10-2024
T0972, P 017 ,6.0,$47.45,19-10-2024
T0973,P-007,7.0,45.27,03-11-2024
T0974,P001,6.0,33.77,2024-10-10
T0975, P 013 ,9.0,$30.33,10/18/2024
T0976,p019,,32.41,10/09/2024
T0977,P019,2.0,25.83,10/11/2024
T0978,P-017,8.0,25.08,10/20/2024
T0979,p013,2.0,17.74,10/30/2024
T0980, P 016 ,1.0,20.48,2024-11-02
T0981,p008,8.0,15.81,11/02/2024
T0982,P-019,9.0,,10/22/2024
T0983,P-018,6.0,20.64,10/26/2024
T0984,P-001,8.0,8.43,26-10-2024
T0985, P 014 ,4.0,$24.96,11/03/2024
T0986, P 019 ,8.0,$18.89,10/29/2024
T0987,P015,3.0,27.17,2024-10-22
T0988, P 018 ,1.0,,19-10-2024
T0989, P 002 ,9.0,45.36,19-10-2024
T0990,P017,4.0,41.84,2024-10-06
T0991,P018,5.0,42.35,10/26/2024
T0992,P-006,1.0,19.16,2024-11-02
T0993,P-019,3.0,21.12,10/19/2024
T0994,p004,3.0,$33.04,23-10-2024
T0995,p001,4.0,8.13,2024-10-09
T0996,p008,2.0,28.68,10/06/2024
T0997,p007,6.0,26.02,20-10-2024
T0998,P-003,5.0,47.16,2024-11-02
T0999,P-010,,16.95,21-10-2024
T1000,P010,7.0,49.17,08-10-2024
T1001, P 019 ,9.0,21.31,2024-10-11
T1002, P 014 ,5.0,24.96,10/29/2024
T1003,P002,4.0,8.59,23-10-2024
T1004,p001,3.0,$25.49,10/11/2024
T1005, P 018 ,8.0,30.14,10/29/2024
T1006,p007,8.0,18.17,10/25/2024
T1007,p008,,28.85,2024-10-22
T1008, P 001 ,9.0,34.65,2024-10-11
T1009, P 003 ,,26.68,2024-10-25
T1010,P-008,2.0,9.8,2024-10-07
T1011,P015,6.0,37.1,2024-10-17
T1012, P 005 ,8.0,12.19,29-10-2024
T1013,P-003,7.0,13.9,14-10-2024
T1014,p019,1.0,41.79,03-11-2024
T1015,P001,8.0,44.04,14-10-2024
T1016,P015,2.0,37.33,11/02/2024
T1017,p008,7.0,24.33,11/03/2024
T1018,p002,6.0,,2024-10-15
T1019,P-003,6.0,21.06,10/31/2024
T1020,P014,5.0,,10/09/2024
T1021,P014,6.0,35.03,18-10-2024
T1022,p011,7.0,$32.88,20-10-2024
T1023, P 016 ,5.0,42.61,11/02/2024
T1024, P 004 ,9.0,46.48,12-10-2024
T1025, P 005 ,2.0,$9.7,10/21/2024
T1026,p014,8.0,8.81,2024-10-15
T1027, P 016 ,7.0,32.01,12-10-2024
T1028,P-018,4.0,,10-10-2024
T1029,P-007,6.0,7.38,2024-10-16
T1030,P-010,,41.2,2024-10-16
T1031,P-007,8.0,44.93,23-10-2024
T1032, P 001 ,7.0,32.69,30-10-2024
T1033, P 019 ,,48.33,10/10/2024
T1034,p016,9.0,7.71,20-10-2024
T1035, P 019 ,7.0,,25-10-2024
T1036,P-004,,45.09,10/06/2024
T1037,P-018,2.0,7.16,2024-10-22
T1038,P-002,6.0,39.34,21-10-2024
T1039,P001,9.0,14.65,15-10-2024
T1040, P 015 ,5.0,23.26,2024-10-31
T1041,P005,9.0,33.88,2024-10-11
T1042,P-011,8.0,49.16,10/30/2024
T1043,p010,,,06-10-2024
T1044,P002,8.0,38.08,2024-10-21
T1045,P-003,7.0,11.72,2024-10-17
T1046,p012,2.0,38.8,10/25/2024
T1047,p005,8.0,22.3,2024-10-16
T1048,P-005,3.0,19.4,11-10-2024
T1049,p006,1.0,,2024-10-30
T1050, P 009 ,3.0,27.57,10/25/2024
T1051, P 002 ,4.0,$8.23,2024-10-06
T1052,p012,1.0,42.32,10/28/2024
T1053,P003,7.0,37.1,10/09/2024
T1054,P012,1.0,10.51,2024-10-13
T1055,p017,,24.8,2024-10-24
T1056,p010,2.0,20.34,19-10-2024
T1057,p014,4.0,,04-11-2024
T1058, P 017 ,5.0,,26-10-2024
T1059,P-018,2.0,39.89,2024-10-22
T1060,p019,8.0,18.87,10/29/2024
T1061,P017,1.0,17.41,2024-10-07
T1062,P-014,6.0,7.28,18-10-2024
T1063,P009,7.0,29.43,27-10-2024
T1064,P-008,9.0,5.09,10/06/2024
T1065,P-002,9.0,36.81,10/08/2024
T1066,P-013,5.0,20.93,10/20/2024
T1067,p007,8.0,32.52,2024-10-26
T1068,p009,9.0,30.89,24-10-2024
T1069,P-011,9.0,48.33,2024-10-27
T1070,P-014,1.0,25.18,22-10-2024
T1071,p004,8.0,$33.92,08-10-2024
T1072,p013,6.0,19.82,2024-11-03
T1073,p002,8.0,16.37,2024-10-11
T1074,P005,6.0,,2024-10-11
T1075,P-011,5.0,29.28,2024-10-26
T1076,P-006,2.0,27.35,2024-10-14
T1077,p018,5.0,12.11,15-10-2024
T1078,P-010,6.0,$24.94,10/26/2024
T1079, P 004 ,6.0,,2024-11-03
T1080,P-009,2.0,6.43,30-10-2024
T1081, P 006 ,6.0,39.24,2024-10-25
T1082, P 002 ,1.0,7.66,10/27/2024
T1083, P 017 ,2.0,$5.54,11/02/2024
T1084,P-005,5.0,,10/17/2024
T1085,P-006,4.0,,10/25/2024
T1086,p012,,26.66,01-11-2024
T1087,p010,3.0,41.52,2024-10-21
T1088, P 006 ,5.0,$16.96,10/10/2024
T1089, P 008 ,6.0,41.48,10/09/2024
T1090,P-002,7.0,42.21,10/24/2024
T1091, P 012 ,4.0,26.72,11/01/2024
T1092,P013,7.0,21.5,10/21/2024
T1093,P-007,7.0,42.55,19-10-2024
T1094,p010,7.0,10.55,18-10-2024
T1095,p013,2.0,,14-10-2024
T1096,P017,2.0,34.71,31-10-2024
T1097,p014,3.0,5.92,26-10-2024
T1098,p002,6.0,11.81,2024-10-16
T1099, P 011 ,9.0,28.49,10-10-2024
T1100, P 001 ,9.0,19.73,10/27/2024
T1101,P-019,6.0,36.51,18-10-2024
T1102, P 004 ,2.0,$29.78,10/24/2024
T1103, P 019 ,6.0,44.64,2024-10-28
T1104,P-011,,18.26,08-10-2024
T1105,P008,8.0,35.28,10/25/2024
T1106,P-011,6.0,14.82,01-11-2024
T1107,P-004,1.0,9.31,2024-10-27
T1108, P 017 ,8.0,30.78,01-11-2024
T1109,P007,1.0,19.21,10/18/2024
T1110,P008,5.0,14.14,2024-10-22
T1111,p003,1.0,,2024-10-22
T1112, P 002 ,3.0,,14-10-2024
T1113,p015,7.0,11.26,07-10-2024
T1114,P-005,4.0,16.02,10/08/2024
T1115,p001,3.0,6.27,06-10-2024
T1116,P004,9.0,32.3,2024-10-11
T1117,P015,6.0,24.16,2024-10-13
T1118,P019,4.0,8.24,11/04/2024
T1119, P 003 ,4.0,,2024-10-06
T1120,p011,,33.89,27-10-2024
T1121,P017,,20.1,30-10-2024
T1122,p013,2.0,28.56,10/11/2024
T1123, P 011 ,6.0,47.24,10/18/2024
T1124,P-002,7.0,,2024-10-25
T1125,P009,3.0,,2024-10-29
T1126,P-002,5.0,46.37,2024-10-12
T1127,P-009,4.0,,28-10-2024
T1128,P-009,,7.68,10/15/2024
T1129,p008,2.0,28.73,13-10-2024
T1130,P-017,4.0,22.7,2024-10-06
T1131,P-001,8.0,30.77,13-10-2024
T1132,P011,,39.83,2024-11-02
T1133, P 008 ,1.0,34.79,2024-10-25
T1134,P-010,6.0,29.69,2024-10-25
T1135, P 007 ,2.0,37.84,2024-11-03
T1136,P003,5.0,34.88,2024-10-21
T1137,P003,2.0,16.85,2024-10-21
T1138,P018,9.0,41.69,2024-10-31
T1139,P005,9.0,33.13,16-10-2024
T1140,P012,1.0,9.92,28-10-2024
T1141,P012,1.0,6.77,20-10-2024
T1142, P 019 ,6.0,,10/24/2024
T1143, P 006 ,9.0,39.59,22-10-2024
T1144,P-002,,8.79,2024-10-15
T1145,P012,5.0,39.92,2024-10-23
T1146,p019,7.0,47.21,10/27/2024
T1147,p005,9.0,15.18,29-10-2024
T1148, P 012 ,5.0,35.28,10/09/2024
T1149,P-017,4.0,25.76,10/19/2024
T1150, P 017 ,8.0,36.85,11/03/2024
T1151,P010,1.0,13.12,28-10-2024
T1152,P017,2.0,6.86,10/10/2024
T1153,P-015,9.0,12.73,10/23/2024
T1154, P 012 ,8.0,$13.02,2024-10-28
T1155,P-016,6.0,27.59,2024-10-18
T1156,p019,9.0,45.14,2024-10-23
T1157, P 008 ,1.0,25.03,10/13/2024
T1158,P-017,8.0,6.2,10/28/2024
T1159,P-005,3.0,47.01,20-10-2024
T1160, P 016 ,,5.54,2024-10-16
T1161,P006,6.0,37.19,02-11-2024
T1162, P 008 ,7.0,16.77,21-10-2024
T1163,P018,1.0,37.43,2024-10-26
T1164,P-012,6.0,15.23,11-10-2024
T1165,P-015,8.0,13.38,18-10-2024
T1166,P-009,2.0,,06-10-2024
T1167,p013,6.0,,10/17/2024
T1168, P 015 ,,34.42,12-10-2024
T1169, P 010 ,7.0,$20.09,11/03/2024
T1170,p016,,43.5,15-10-2024
T1171,P007,7.0,37.67,2024-10-26
T1172,P-017,9.0,9.97,10/08/2024
T1173, P 007 ,4.0,30.9,10/20/2024
T1174,P-014,1.0,23.18,2024-10-28
T1175, P 015 ,5.0,44.99,10/29/2024
T1176,P-007,2.0,26.18,01-11-2024
T1177,p009,8.0,32.33,10-10-2024
T1178,P-019,7.0,15.72,2024-10-27
T1179,P-016,6.0,5.62,03-11-2024
T1180,p008,,19.23,10/07/2024
T1181,p018,9.0,30.9,2024-10-20
T1182,P018,2.0,38.37,07-10-2024
T1183,P007,1.0,,10/29/2024
T1184,P-003,4.0,,13-10-2024
T1185,P018,8.0,29.6,2024-10-21
T1186,p010,8.0,$43.72,10/13/2024
T1187,P007,1.0,32.21,2024-10-13
T1188, P 017 ,9.0,39.3,31-10-2024
T1189,P014,2.0,35.63,04-11-2024
T1190,P-003,2.0,$10.6,2024-10-16
T1191,P012,3.0,42.52,10/31/2024
T1192,P-013,8.0,45.76,2024-10-23
T1193,p002,3.0,14.43,2024-10-10
T1194,P003,4.0,45.23,2024-10-16
T1195,P-005,8.0,32.46,23-10-2024
T1196, P 011 ,8.0,7.68,10/13/2024
T1197,p008,7.0,19.41,07-10-2024
T1198, P 012 ,5.0,36.98,10/18/2024
T1199,P007,6.0,,2024-11-03
T1200, P 015 ,4.0,25.69,09-10-2024
T1201,p017,1.0,,10/18/2024
T1202,p004,5.0,6.45,26-10-2024
T1203, P 013 ,3.0,5.07,2024-11-02
T1204,p018,1.0,16.6,10/15/2024
T1205,p001,5.0,34.59,06-10-2024
T1206,p016,8.0,40.19,26-10-2024
T1207,P013,1.0,18.8,2024-10-27
T1208,P-010,7.0,22.77,2024-11-02
T1209, P 012 ,5.0,26.86,10/14/2024
T1210,P-002,2.0,$35.3,2024-10-30
T1211,P003,9.0,44.36,2024-10-25
T1212,p010,5.0,$9.94,30-10-2024
T1213,P-002,3.0,15.48,31-10-2024
T1214,P013,6.0,13.78,10/06/2024
T1215,p013,4.0,25.21,10/22/2024
T1216,P018,2.0,37.77,11/03/2024
T1217, P 003 ,3.0,15.8,2024-11-04
T1218,P007,9.0,48.59,10/31/2024
T1219,P-014,9.0,16.84,10/28/2024
T1220,p017,5.0,,10/26/2024
T1221,P-012,9.0,$48.73,2024-10-15
T1222,p016,5.0,44.67,06-10-2024
T1223,P-012,1.0,40.5,10/17/2024
T1224, P 015 ,1.0,46.96,11/02/2024
T1225,p010,6.0,$30.79,10/18/2024
T1226, P 007 ,5.0,8.4,2024-10-29
T1227,P005,5.0,$9.95,10/23/2024
T1228,p001,7.0,8.98,22-10-2024
T1229, P 017 ,3.0,19.99,18-10-2024
T1230,P-003,6.0,$14.19,10/14/2024
T1231,p013,4.0,7.02,24-10-2024
T1232,P014,9.0,$44.06,2024-10-28
T1233, P 018 ,6.0,7.83,2024-10-12
T1234,P004,7.0,,18-10-2024
